text,label
"No, I I try to stay away from any drugs.",patient
"OK, uh, including recreational drugs?",doctor
Yeah.,patient
"OK and. Uh, are there any musculoskeletal or neurological problems that that run in the family?",doctor
"Not that I know of, no.",patient
"OK, now how about any autoimmune diseases?",doctor
"Uh, no, I don't think so.",patient
"OK, so next I just wanted to ask you to have a look at the at the arm. Compared to the other side, are you noticing any swelling, redness, or?",doctor
"Yeah, any swelling or redness, I do see some just like kind of like in the middle of this area, some redness kind of looks like some bruising in in that in that region. Uhm, I also feel like when I like try to flex my biceps kind of have moved upwards.",patient
"OK, is this the mass or lump that I you were mentioning earlier that you kinda can notice in the in your right arm?",doctor
Yeah yeah.,patient
"OK, is there any temperature change, like does it feel warm on that side?",doctor
Uhm I can't really tell if it's warm or not.,patient
"OK, and you so you mentioned are you able to bend your elbow all the way up so to flex it all the way up, or is a range of motion limited?",doctor
"It's pretty limited. It's pretty tough to flex. It's really painful and that I also can't like. I can't turn my arm, I can't supinate.",patient
"OK so yeah, so is that so you have reduced supination as well?",doctor
Yeah.,patient
"And how are your shoulder movement, are you able to like if you're lifting your arms straight out in front of you, are you able to to lift them all the way up above your head?",doctor
Out like at the sides or in front of me?,patient
In front of you.,doctor
"Yeah, the shoulder seems to be OK. I am able to lift up, but it's just if I try to move my upper arms at all it hurts a lot.",patient
"OK, alright so. You'll get some pain at the at the shoulder with the movement.",doctor
"There there is discomfort in the affected side, but I can I can move it much more than I can move my elbows or anything like that.",patient
"OK, I see. So I think that was everything that I wanted to ask about and and I look for on on the physical today. Was there anything I may be missed or anything like that?",doctor
"Uhm no I think, uh, I don't have any other questions.",patient
"OK, alright, so based on the history and what you're telling me for the physical as well of having a history of exercising and also shoulder pain with overhead head movements which are risk factors for developing a biceps, tendon tear or biceps tendon injury. And having the swelling and bruising as well as reduced function of biceps or elbow flexion, they all suggests that there is a biceps, tendon tear, or injury there, and so will want to get an ultrasound or MRI to look at will start with the ultrasound, but then possibly get an MRI as well to look at the extent of the tissue damage, but if there is just a long head of biceps tear, it will usually be treated conservatively. And so we'll just need to look to see what the extent of the injury is.",doctor
OK.,patient
What brings you in?,doctor
"Hi, yesterday I was grocery shopping and, yeah, just in the parking lot somebody bumped into my car and this morning I woke up and my neck is just really painful. It hurt yesterday a little bit, but I mean it was so mild I didn't think much of it. But today it's it's quite a bit worse.",patient
"OK, so can you tell me how this accident happened? Were you sitting in the passenger seat and the driver? And was the impact from like behind at the back of your car or at the front?",doctor
"It was at the back so I was the driver and was just going over a speed bump in the parking lot so slowed down quite a bit and the person behind me must not have, and they bumped into me. There's just some scratches on the bumper. They didn't hit too hard, but I, I guess maybe hard enough.",patient
"OK, and did the neck pain start immediately after?",doctor
"Uh no it's I, like not immediately, yeah, I think it started a bit later on and then worse a bit, a bit today.",patient
"OK. Alright, and is there pain anywhere else on your body?",doctor
"Uh really like my. No, just just really, my neck.",patient
"OK. OK, and does anything feel broken? Do, are there bruises anywhere? Any obvious signs of trauma?",doctor
"No, I can’t, I didn't notice anything like that and I can move my neck around so I don't think any I don’t, I don't think anything is broken. Just hurts a lot.",patient
"Alright, and is a pain constantly there or does it come and go?",doctor
"It kind of comes and goes, it just it's worse with movement. If I just kinda sit still, I don't notice much pain, but if I'm betting my head forward or. Mostly backwards, so I'll get, I'll get pain.",patient
"OK, and you said this happened yesterday, right?",doctor
"Yeah yeah, this happened yesterday afternoon.",patient
"OK. Um and does anything make this better? Like have you tried ice, say any topicals any positions that that helps with the pain?",doctor
"I did try some like Advil last night, but like when I when the pain was coming on and it must've helped me sleep I guess, but I haven't tried any ice or anything like that, just mostly I guess resting.",patient
OK so you said the pain is at the back of the neck does it radiate anywhere up into your head or down into your shoulders or lower or upper back?,doctor
"Uhm. Maybe a little bit to the upper back, like when I like trap, trapezius, muscle area, or the traps like it if I push on those muscles around that area, I do get a little bit of tenderness.",patient
